Video name; Average elapsed time (ms) per frame
10408715786;2.8937972257534663
10244479353;2.645591906209787
10238939436;3.595102984458208
10149337843;2.6113745838403704
10127250986;2.8950029850006103
10411421606;2.8105715478459996
10128248563;2.9334563210606577
10013374164;2.9195455605785052
10201521555;3.0046374071389437
10340094005;2.794663039346536
10403478556;3.590658985078335
10314276135;2.5832325170437493
10116604143;3.204628006244699
10541657773;3.207882452135285
10595581344;3.6041759903445567
10124821225;2.7762596249580382
10208239954;2.719226436316967
10008004183;2.8738115030527114
10178280003;2.628006959458192
10115791113;3.0007112830877305
10053703034;2.6363918468356133
10500520233;2.9462821245193482
10132105415;2.5507768958806993
10019485755;2.9972342252731323
10102107193;3.4115559715032577
10417424703;2.906721835831801
10249998364;2.9341162003297856
10404182556;2.888528692225615
10521676086;2.896493171155453
10016324794;3.2407081375519433
10270536464;2.7233821620543797
10533906564;3.138043307761351
10027007645;2.8979541917641956
10283826203;2.634524085621039
10406095776;2.7553251430392267
