Video name; Average elapsed time (ms) per frame
3860380907;328.17647984822594
3699089579;327.5803999900818
3321308714;321.41658878326416
3591184129;307.43970514933267
3263720175;325.4413773218791
3489123822;308.8818310101827
3664548641;321.8901774088542
3710887216;317.0781859079997
3588022983;315.606201171875
3546788918;309.2719984690348
3744752110;319.24143584569293
3218223446;312.9969394683838
3337642103;315.5132839202881
3763235915;311.95571581522626
3561516939;324.8574746449788
3627681183;327.55142873128256
3358799122;310.6869309743245
3374751086;312.3686722119649
3357588876;313.8112145996094
3611217365;316.970814704895
3516162818;332.6156369527181
3819966572;311.92966537475587
2999049224;316.2056672414144
3339387387;326.2591936747233
3369925072;313.47958857218424
3437816776;329.0104118982951
3590551873;319.63049367268883
3589925544;316.10853306452435
3318634083;323.8024829864502
3747645672;311.2003134091695
3715429501;317.999470392863
3339962845;324.6237457275391
3583315023;311.5288947423299
3504083604;308.6839014689128
3431305644;314.03783830006915
3781419322;311.81189997990924
3647017501;323.6997407277425
3469529939;315.651296488444
3359662128;327.7906177838643
3533765114;310.8983832995097
3521396571;320.4540574391683
3722785424;317.1176471710205
3015973424;325.9736916224162
3699539878;320.0397864977519
3407992311;330.2577973683675
3810054574;304.86180979410807
3179649855;312.07291920979816
3343535739;320.140060043335
3496871384;312.7260529836019
3459287580;323.03087615966797
3718963712;317.31370973587036
3617102785;327.01174392700193
3488252741;308.76442925135296
3629928686;307.5043581644694
3459410764;312.69723320007324
3471567822;327.2025058746338
3240926995;323.0928768157959
