Video name; Average elapsed time (ms) per frame
3860380907;447.4112884521484
3699089579;446.5151114463806
3321308714;437.38208595911664
3591184129;416.21615778605144
3263720175;442.9403157234192
3489123822;422.786794980367
3664548641;437.8435209592183
3710887216;430.7237450917562
3588022983;430.1344683965047
3546788918;419.0843276977539
3744752110;431.57949622472125
3218223446;423.293415705363
3337642103;429.70055033365884
3763235915;423.83101717631024
3561516939;439.5690742492676
3627681183;443.56563707987465
3358799122;421.24776395161945
3374751086;424.88809029261273
3357588876;423.32103988647464
3611217365;431.1200855573018
3516162818;455.3287685394287
3819966572;423.5056536356608
2999049224;429.4559268951416
3339387387;442.8461783091227
3369925072;424.7432529449463
3437816776;452.51924959818524
3590551873;433.9916175842285
3589925544;430.2606883049011
3318634083;440.57348378499347
3747645672;421.6950125694275
3715429501;431.7025723775228
3339962845;441.234596379598
3583315023;423.3266382217407
3504083604;418.3125541687012
3431305644;430.52512915929157
3781419322;424.2541540463765
3647017501;440.56796312332153
3469529939;433.0966520945231
3359662128;446.44079637527466
3533765114;421.6026603380839
3521396571;438.0439551035563
3722785424;430.13397649129234
3015973424;441.65355857213336
3699539878;435.7738420168559
3407992311;450.4440746307373
3810054574;412.92262903849286
3179649855;421.88699372609454
3343535739;436.2232234954834
3496871384;427.96605529785154
3459287580;445.82573016484577
3718963712;430.8832942644755
3617102785;443.81364351908366
3488252741;421.80618413289386
3629928686;416.8032423655192
3459410764;429.0960402170817
3471567822;451.31848068237304
3240926995;438.32943738301594
