Video name; Average elapsed time (ms) per frame
3263720175;48.72522646188736
3337642103;48.76573971112569
3588022983;49.30821986993154
3358799122;47.038734436035156
3819966572;48.6695019086202
3589925544;49.10017184416453
3744752110;48.00251551469167
3718963712;48.11259571711222
3516162818;48.42765372594197
3240926995;48.75592031478882
2999049224;49.11131528218587
3699539878;47.93997573852539
3015973424;49.60703545808792
3407992311;49.84799882570903
3627681183;47.42467861175537
3374751086;49.155355751514435
3617102785;47.426904106140135
3583315023;49.45892804861069
3469529939;51.004221804936726
3218223446;48.71352613766988
3489123822;50.686167200406395
3546788918;48.59574173291524
3781419322;47.8569703300794
3763235915;48.11631786823273
3590551873;48.34247816403707
3722785424;47.523362668355304
3359662128;47.71871906518936
3629928686;47.350663137435916
3647017501;48.40133064985275
3496871384;49.148182010650636
3318634083;48.73026251792908
3860380907;48.84488035837809
3339387387;48.623230361938475
3521396571;48.49412212371826
3710887216;48.09058063824971
3591184129;48.026364437739055
3504083604;48.836707750956215
3699089579;48.11190313100815
3321308714;49.22679605086645
3533765114;49.01760266224543
3437816776;50.71552588542303
3369925072;47.284672768910724
3810054574;47.69627024332682
3431305644;50.78228106101354
3343535739;47.82828771273295
3715429501;47.733983262379965
3459287580;51.37120113770167
3179649855;49.061735113461815
3357588876;47.60494371414185
3459410764;51.00162885983785
3561516939;48.69121476809184
3339962845;48.50735564231873
3664548641;47.68286691109339
3611217365;48.39142910639445
3488252741;50.499721924463906
3471567822;50.92054475148519
3747645672;48.03592244784037
