Video name; Average elapsed time (ms) per frame
3589925544;16.13699736694495
3516162818;15.973586356639862
3179649855;16.77241137623787
3488252741;16.334572196006775
3546788918;16.173017776012422
3617102785;16.196256963411965
3722785424;16.070664298534393
3810054574;15.727974021434784
3561516939;16.08360081911087
3496871384;15.828246104717255
3611217365;16.157678817709286
3664548641;16.337337851524353
3699539878;16.19308313727379
3629928686;16.07423998514811
3469529939;15.850848027070363
3591184129;15.755399326483408
3715429501;15.94909111658732
3357588876;16.48900106430054
3339962845;15.986093644301096
3590551873;16.01996159950892
3647017501;16.038708716630936
3471567822;15.819473481178283
3583315023;16.144070332249004
3744752110;16.174316927790642
3437816776;16.029414549469948
3407992311;16.049486410617828
3627681183;15.914204065004984
3533765114;16.037315254410107
3718963712;16.223097960154217
3489123822;16.03102492292722
3218223446;17.163066017627717
3359662128;16.451884696880978
3339387387;16.211016297340393
3588022983;16.16006908317407
3459410764;15.96515627304713
3747645672;16.603937283158302
3343535739;16.13223567803701
2999049224;16.47508373260498
3710887216;15.88089583714803
3240926995;15.92618229786555
3369925072;15.942413353919983
3321308714;17.668563788135845
3819966572;15.857464516162873
3358799122;15.871059374014537
3781419322;16.206912527481716
3860380907;15.954563923676808
3431305644;16.409931674599648
3504083604;15.822640347480775
3374751086;16.266065458456676
3521396571;15.966983548800151
3459287580;16.46938907603423
3337642103;16.186509577433267
3015973424;16.41471656660239
3318634083;15.982510991891225
3763235915;15.99132605890433
3699089579;16.302174364527065
3263720175;16.510410601894062
