Video name; Average elapsed time (ms) per frame
10411421606;48.86400057474772
10541657773;48.893002569675446
10406095776;48.90639874140422
10016324794;48.792059322198234
10403478556;49.187132020791374
10008004183;48.28387758255005
10128248563;48.81853575706482
10417424703;48.77374407450358
10595581344;49.64787212910096
10521676086;48.585054047902425
10408715786;48.81724292437236
10019485755;48.807115697860716
10208239954;48.96087649663289
10533906564;48.46082582473755
10249998364;49.29470343768278
10178280003;48.85838400522868
10149337843;48.853312985102335
10201521555;49.25442977746328
10314276135;48.80533471107483
10270536464;48.85240747133891
10116604143;49.427248895168304
10238939436;49.240292270978294
10115791113;49.028993399937946
10132105415;48.87348283131917
10127250986;48.78089214960734
10404182556;48.58295911153157
10283826203;48.827696800231934
10244479353;48.89765140215556
10027007645;48.86439461708069
10500520233;48.52883378664652
10013374164;48.984190479914346
10340094005;48.940669202804564
10124821225;48.87120145161946
10102107193;49.20692518234253
10053703034;48.871066093444824
